rank,attack_id,attack_vector,final_score,threat_grade,Public Internet / Edge multiplier,Public Internet / Edge grade,Identity / IAM multiplier,Identity / IAM grade,Cloud Control Plane multiplier,Cloud Control Plane grade,SaaS / Office / Email multiplier,SaaS / Office / Email grade,Network / Perimeter multiplier,Network / Perimeter grade,Server / Workload multiplier,Server / Workload grade,Data / Storage multiplier,Data / Storage grade,Endpoint / User multiplier,Endpoint / User grade,Containers / Kubernetes multiplier,Containers / Kubernetes grade,ESXi / Hypervisor multiplier,ESXi / Hypervisor grade,Mobile multiplier,Mobile grade,ICS / OT multiplier,ICS / OT grade
810,T1521,Encrypted Channel,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.2,Moderate,1.099,Low,1.137,Moderate,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
811,T1458,Replication Through Removable Media,0,Low,1.193,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.2,Moderate,1.033,Low,1.087,Low,1.075,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
812,T1451,SIM Card Swap,0,Low,1.228,High,1.228,High,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.0,Not Material,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
813,T1428,Exploitation of Remote Services,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.2,Moderate,1.088,Low,1.0,Not Material,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
814,T0890,Exploitation for Privilege Escalation,0,Low,1.052,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.132,Moderate,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
815,T0889,Modify Program,0,Low,1.0,Not Material,1.105,Low,1.064,Low,1.0,Not Material,1.075,Low,1.077,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
816,T0874,Hooking,0,Low,1.0,Not Material,1.105,Low,1.064,Low,1.0,Not Material,1.05,Low,1.044,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
817,T0872,Indicator Removal on Host,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
818,T0861,Point & Tag Identification,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
819,T0852,Screen Capture,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.05,Low,1.0,Not Material,1.225,High,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
820,T0847,Replication Through Removable Media,0,Low,1.228,High,1.105,Low,1.0,Not Material,1.056,Low,1.075,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
821,T0845,Program Upload,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
822,T0840,Network Connection Enumeration,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
823,T0835,Manipulate I/O Image,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.45,Severe
824,T0832,Manipulation of View,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.044,Low,1.175,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
825,T0831,Manipulation of Control,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.132,Moderate,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
826,T0827,Loss of Control,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.098,Low,1.05,Low,1.099,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
827,T1695.003,Wi-Fi,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
828,T1695.002,Ethernet,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
829,T1695.001,Serial COM,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
830,T1693.001,System Firmware,0,Low,1.052,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.075,Low,1.077,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
831,T1691.002,Reporting Message,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.45,Severe
832,T1691.001,Command Message,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
833,T1661,Application Versioning,0,Low,1.14,Moderate,1.228,High,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
834,T1650,Acquire Access,0,Low,1.14,Moderate,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.088,Low,1.087,Low,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
835,T1640,Account Access Removal,0,Low,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.075,Low,1.044,Low,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
836,T1639,Exfiltration Over Alternative Protocol,0,Low,1.14,Moderate,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.125,Moderate,1.055,Low,1.175,Moderate,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.113,Moderate
837,T1628.003,Conceal Multimedia Files,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.137,Moderate,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
838,T1625,Hijack Execution Flow,0,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.077,Low,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
839,T1597.002,Purchase Technical Data,0,Low,1.228,High,1.123,Moderate,1.0,Not Material,1.098,Low,1.125,Moderate,1.088,Low,1.137,Moderate,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
840,T1597,Search Closed Sources,0,Low,1.228,High,1.123,Moderate,1.0,Not Material,1.098,Low,1.125,Moderate,1.088,Low,1.137,Moderate,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
841,T1593.002,Search Engines,0,Low,1.175,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.2,Moderate,1.055,Low,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
842,T1591.001,Determine Physical Locations,0,Low,1.175,Moderate,1.0,Not Material,1.0,Not Material,1.098,Low,1.125,Moderate,1.0,Not Material,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
843,T1590.006,Network Security Appliances,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.088,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
844,T1585.003,Cloud Accounts,0,Low,1.0,Not Material,1.123,Moderate,1.176,Moderate,1.154,Moderate,1.0,Not Material,1.055,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
845,T1521.003,SSL Pinning,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.099,Low,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
846,T1481.003,One-Way Communication,0,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.099,Low,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
847,T1481,Web Service,0,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.099,Low,1.087,Low,1.075,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
848,T1474.001,Compromise Software Dependencies and Development Tools,0,Low,1.14,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
849,T1464,Network Denial of Service,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.099,Low,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
850,T1430.002,Impersonate SS7 Nodes,0,Low,1.052,Low,1.123,Moderate,1.0,Not Material,1.056,Low,1.075,Low,1.033,Low,1.175,Moderate,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
851,T1423,Network Service Scanning,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.088,Low,1.0,Not Material,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
852,T1406.001,Steganography,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.137,Moderate,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
853,T0883,Internet Accessible Device,0,Low,1.28,High,1.228,High,1.0,Not Material,1.056,Low,1.125,Moderate,1.088,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
854,T0880,Loss of Safety,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.044,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.45,Severe
855,T0877,I/O Image,0,Low,1.052,Low,1.0,Not Material,1.064,Low,1.056,Low,1.0,Not Material,1.0,Not Material,1.225,High,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
856,T0873.001,Siemens Project File Format,0,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.077,Low,1.05,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
857,T0871,Execution through API,0,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.044,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
858,T0868,Detect Operating Mode,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.075,Low,1.033,Low,1.175,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
859,T0851,Rootkit,0,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.075,Low,1.055,Low,1.05,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
860,T0846.003,Multicast Discovery,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.0,Not Material,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
861,T0846.002,Broadcast Discovery,0,Low,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
862,T0843.001,Download All,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.0,Not Material,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
863,T0837,Loss of Protection,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.044,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.45,Severe
864,T0830,Adversary-in-the-Middle,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.125,Moderate,1.055,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
865,T0826,Loss of Availability,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.099,Low,1.225,High,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
866,T0822,External Remote Services,0,Low,1.28,High,1.228,High,1.0,Not Material,1.056,Low,1.125,Moderate,1.088,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
867,T0820,Exploitation for Evasion,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.088,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
868,T0819,Exploit Public-Facing Application,0,Low,1.28,High,1.105,Low,1.0,Not Material,1.056,Low,1.125,Moderate,1.088,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.427,Severe
869,T0816,Device Restart/Shutdown,0,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
870,T0815,Denial of View,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.044,Low,1.175,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
871,T0813,Denial of Control,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.098,Low,1.0,Not Material,1.044,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
872,T0811,Data from Information Repositories,0,Low,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.056,Low,1.075,Low,1.033,Low,1.225,High,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
873,T0800,Activate Firmware Update Mode,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
874,T1695,Block Communications,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
875,T1694.001,Default Credentials,0,Low,1.0,Not Material,1.228,High,1.0,Not Material,1.0,Not Material,1.075,Low,1.077,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
876,T1694,Insecure Credentials,0,Low,1.0,Not Material,1.228,High,1.0,Not Material,1.0,Not Material,1.075,Low,1.077,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.427,Severe
877,T1693.002,Module Firmware,0,Low,1.052,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.05,Low,1.077,Low,1.0,Not Material,1.083,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
878,T1693,Modify Firmware,0,Low,1.052,Low,1.105,Low,1.0,Not Material,1.0,Not Material,1.05,Low,1.132,Moderate,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
879,T1692.002,Reporting Message,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.45,Severe
880,T1692,Unauthorized Message,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.055,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
881,T1691,Block Operational Technology Message,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.055,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.45,Severe
882,T1683,Generate Content,0,Low,1.087,Low,1.123,Moderate,1.0,Not Material,1.098,Low,1.05,Low,1.055,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
883,T1641,Data Manipulation,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.044,Low,1.175,Moderate,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
884,T1637,Dynamic Resolution,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.099,Low,1.0,Not Material,1.075,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
885,T1636,Protected User Data,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.175,Moderate,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
886,T1635.001,URI Hijacking,0,Low,1.087,Low,1.298,High,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.0,Not Material,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
887,T1635,Steal Application Access Token,0,Low,1.0,Not Material,1.298,High,1.176,Moderate,1.154,Moderate,1.05,Low,1.088,Low,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
888,T1634,Credentials from Password Store,0,Low,1.0,Not Material,1.228,High,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
889,T1632,Subvert Trust Controls,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
890,T1630.003,Disguise Root/Jailbreak Indicators,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
891,T1628,Hide Artifacts,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
892,T1626,Abuse Elevation Control Mechanism,0,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.044,Low,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
893,T1597.001,Threat Intel Vendors,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.088,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
894,T1596.004,CDNs,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.2,Moderate,1.055,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
895,T1596.003,Digital Certificates,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.088,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
896,T1596.002,WHOIS,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.125,Moderate,1.088,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
897,T1596.001,DNS/Passive DNS,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.2,Moderate,1.088,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
898,T1592.003,Firmware,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.033,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
899,T1591.003,Identify Business Tempo,0,Low,1.175,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.125,Moderate,1.0,Not Material,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
900,T1590.003,Network Trust Dependencies,0,Low,1.228,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.055,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
901,T1590.002,DNS,0,Low,1.228,High,1.0,Not Material,1.112,Moderate,1.098,Low,1.125,Moderate,1.088,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
902,T1477,Exploit via Radio Interfaces,0,Low,1.28,High,1.105,Low,1.0,Not Material,1.112,Moderate,1.075,Low,1.033,Low,1.0,Not Material,1.045,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
903,T1476,Deliver Malicious App via Other Means,0,Low,1.228,High,1.105,Low,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
904,T1475,Deliver Malicious App via Authorized App Store,0,Low,1.14,Moderate,1.228,High,1.0,Not Material,1.056,Low,1.0,Not Material,1.033,Low,1.05,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
905,T1474.002,Compromise Hardware Supply Chain,0,Low,1.14,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.075,Low,1.0,Not Material,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
906,T1474,Supply Chain Compromise,0,Low,1.14,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
907,T1470,Obtain Device Cloud Backups,0,Low,1.052,Low,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.05,Low,1.088,Low,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.18,Moderate
