rank,attack_id,attack_vector,final_score,threat_grade,max_edge_case,max_edge_case_multiplier,edge_case_flags,Zero-Day / Unknown Exploit multiplier,Zero-Day / Unknown Exploit grade,Exploit Chain / Multi-Step multiplier,Exploit Chain / Multi-Step grade,Telemetry Gap / Evasion multiplier,Telemetry Gap / Evasion grade,Identity / MFA Bypass multiplier,Identity / MFA Bypass grade,Supply Chain / Trusted Dependency multiplier,Supply Chain / Trusted Dependency grade,Destructive / Ransomware multiplier,Destructive / Ransomware grade,Cloud / SaaS Tenant Blast Radius multiplier,Cloud / SaaS Tenant Blast Radius grade,Living-off-the-Land multiplier,Living-off-the-Land grade,AI-Scaled Social Engineering multiplier,AI-Scaled Social Engineering grade,Insider / Trusted Access multiplier,Insider / Trusted Access grade,Air-Gapped / ICS Safety multiplier,Air-Gapped / ICS Safety grade,Rare but High Impact multiplier,Rare but High Impact grade
805,T1596.005,Scan Databases,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.077,Low,1.049,Low,1.146,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.024,Low
806,T1596,Search Open Technical Databases,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; AI-Scaled Social Engineering,1.0,Not Material,1.049,Low,1.146,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.056,Low,1.0,Not Material,1.024,Low
807,T1590.001,Domain Properties,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Cloud / SaaS Tenant Blast Radius,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.099,Low,1.038,Low,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.024,Low
808,T1588.005,Exploits,0,Low,Supply Chain / Trusted Dependency,1.171,Supply Chain / Trusted Dependency; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Identity / MFA Bypass,1.132,Moderate,1.094,Low,1.146,Moderate,1.08,Low,1.171,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
809,T1586.003,Cloud Accounts,0,Low,Supply Chain / Trusted Dependency,1.171,Supply Chain / Trusted Dependency; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; AI-Scaled Social Engineering; Identity / MFA Bypass; Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius,1.0,Not Material,1.094,Low,1.146,Moderate,1.08,Low,1.171,Moderate,1.066,Low,1.063,Low,1.0,Not Material,1.09,Low,1.091,Low,1.0,Not Material,1.024,Low
810,T1521,Encrypted Channel,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
811,T1458,Replication Through Removable Media,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Identity / MFA Bypass; Air-Gapped / ICS Safety; Rare but High Impact,1.143,Moderate,1.133,Moderate,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.07,Low,1.064,Low
812,T1451,SIM Card Swap,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; AI-Scaled Social Engineering; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.11,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.035,Low,1.0,Not Material,1.024,Low
813,T1428,Exploitation of Remote Services,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Rare but High Impact,1.132,Moderate,1.139,Moderate,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.064,Low
814,T0890,Exploitation for Privilege Escalation,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Identity / MFA Bypass; Rare but High Impact,1.132,Moderate,1.112,Moderate,1.146,Moderate,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
815,T0889,Modify Program,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land,1.0,Not Material,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
816,T0874,Hooking,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Identity / MFA Bypass; Zero-Day / Unknown Exploit; Rare but High Impact,1.066,Low,1.133,Moderate,1.146,Moderate,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
817,T0872,Indicator Removal on Host,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
818,T0861,Point & Tag Identification,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
819,T0852,Screen Capture,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
820,T0847,Replication Through Removable Media,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.066,Low,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.28,High,1.048,Low
821,T0845,Program Upload,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
822,T0840,Network Connection Enumeration,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
823,T0835,Manipulate I/O Image,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
824,T0832,Manipulation of View,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
825,T0831,Manipulation of Control,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.28,High,1.064,Low
826,T0827,Loss of Control,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
827,T1695.003,Wi-Fi,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.066,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
828,T1695.002,Ethernet,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.066,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
829,T1695.001,Serial COM,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.28,High,1.024,Low
830,T1693.001,System Firmware,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Identity / MFA Bypass,1.077,Low,1.108,Low,1.18,Moderate,1.07,Low,1.171,Moderate,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.035,Low,1.28,High,1.024,Low
831,T1691.002,Reporting Message,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
832,T1691.001,Command Message,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
833,T1661,Application Versioning,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Zero-Day / Unknown Exploit,1.066,Low,1.043,Low,1.18,Moderate,1.07,Low,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
834,T1650,Acquire Access,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Insider / Trusted Access,1.0,Not Material,1.094,Low,1.146,Moderate,1.12,Moderate,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.052,Low,1.036,Low,1.091,Low,1.0,Not Material,1.024,Low
835,T1640,Account Access Removal,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware; Identity / MFA Bypass; Exploit Chain / Multi-Step; Rare but High Impact,1.0,Not Material,1.067,Low,1.18,Moderate,1.08,Low,1.0,Not Material,1.165,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.064,Low
836,T1639,Exfiltration Over Alternative Protocol,0,Low,Destructive / Ransomware,1.22,Destructive / Ransomware; Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.22,High,1.063,Low,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
837,T1628.003,Conceal Multimedia Files,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
838,T1625,Hijack Execution Flow,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
839,T1597.002,Purchase Technical Data,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; AI-Scaled Social Engineering; Identity / MFA Bypass,1.0,Not Material,1.094,Low,1.146,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.091,Low,1.0,Not Material,1.024,Low
840,T1597,Search Closed Sources,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Identity / MFA Bypass,1.0,Not Material,1.049,Low,1.146,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.056,Low,1.0,Not Material,1.024,Low
841,T1593.002,Search Engines,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; AI-Scaled Social Engineering; Identity / MFA Bypass,1.0,Not Material,1.094,Low,1.146,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.091,Low,1.0,Not Material,1.024,Low
842,T1591.001,Determine Physical Locations,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
843,T1590.006,Network Security Appliances,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.049,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
844,T1585.003,Cloud Accounts,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.036,Low,1.066,Low,1.063,Low,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
845,T1521.003,SSL Pinning,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.135,Moderate,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
846,T1481.003,One-Way Communication,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
847,T1481,Web Service,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
848,T1474.001,Compromise Software Dependencies and Development Tools,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.07,Low,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
849,T1464,Network Denial of Service,0,Low,Destructive / Ransomware,1.165,Destructive / Ransomware; Telemetry Gap / Evasion; Rare but High Impact,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
850,T1430.002,Impersonate SS7 Nodes,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.077,Low,1.043,Low,1.146,Moderate,1.04,Low,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.054,Low,1.035,Low,1.0,Not Material,1.024,Low
851,T1423,Network Service Scanning,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.132,Moderate,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
852,T1406.001,Steganography,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
853,T0883,Internet Accessible Device,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.143,Moderate,1.049,Low,1.146,Moderate,1.19,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.266,High,1.024,Low
854,T0880,Loss of Safety,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.088,Low
855,T0877,I/O Image,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.135,Moderate,1.055,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
856,T0873.001,Siemens Project File Format,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Identity / MFA Bypass,1.0,Not Material,1.112,Moderate,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
857,T0871,Execution through API,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
858,T0868,Detect Operating Mode,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.081,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
859,T0851,Rootkit,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.043,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
860,T0846.003,Multicast Discovery,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
861,T0846.002,Broadcast Discovery,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.04,Low,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
862,T0843.001,Download All,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Supply Chain / Trusted Dependency; Rare but High Impact,1.0,Not Material,1.112,Moderate,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
863,T0837,Loss of Protection,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.064,Low
864,T0830,Adversary-in-the-Middle,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access,1.0,Not Material,1.094,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.091,Low,1.266,High,1.024,Low
865,T0826,Loss of Availability,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Destructive / Ransomware; Telemetry Gap / Evasion; Rare but High Impact,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.22,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
866,T0822,External Remote Services,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Insider / Trusted Access; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.066,Low,1.094,Low,1.18,Moderate,1.19,Moderate,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.038,Low,1.036,Low,1.126,Moderate,1.266,High,1.024,Low
867,T0820,Exploitation for Evasion,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.132,Moderate,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
868,T0819,Exploit Public-Facing Application,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Identity / MFA Bypass,1.143,Moderate,1.022,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.266,High,1.024,Low
869,T0816,Device Restart/Shutdown,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
