rank,attack_id,attack_vector,is_subtechnique,parent_id,domains,platforms,tactics,severity_label,groups_count,software_count,total_usage,impact_score,asset_criticality,asset_criticality_reason,exploit_likelihood,exploit_likelihood_reason,detection_confidence,confident_score,bft_vote_proxy,raw_product_score,score_0_10,max_surface,max_surface_multiplier,surface_multiplier_grade,max_edge_case,max_edge_case_multiplier,edge_case_multiplier_grade,edge_case_flags,final_score,threat_grade,recommended_action,auto_containment_allowed,primary_surfaces,related_capec_count,related_capec_ids,related_cwe_count,related_cwe_ids,data_sources,mitigation_ids,mitigations,description
856,T0873.001,Siemens Project File Format,True,T0873,ics,,Persistence,Low,0,1,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Identity / MFA Bypass,0,Low,Log only,False,ICS / OT; Identity / IAM,0,,0,,,M0945; M0941; M0947; M0922,Code Signing; Encrypt Sensitive Information; Audit; Restrict File and Directory Permissions,"Adversaries may infect Siemens PLC project files (i.e., Step 7, WinCC, etc.) to achieve Execution, Persistence, and Lateral Movement objectives. Adversaries may modify an existing project file or bring their own project files into the environment. The ability for an adversary to deploy an infected project file relies on access to a workstation with Siemens PLC programming software installed on it from which a program download can be performed."
857,T0871,Execution through API,False,,ics,None,Execution,Low,0,1,1,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,0,Low,Log only,False,ICS / OT,0,,0,,,M0938; M0800; M0804; M0801,Execution Prevention; Authorization Enforcement; Human User Authentication; Access Management,Adversaries may attempt to leverage Application Program Interfaces (APIs) used for communication between control software and the hardware. Specific functionality is often coded into APIs which can be called by software to engage specific functions on a device or other software.
858,T0868,Detect Operating Mode,False,,ics,None,Collection,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,0,Low,Log only,False,ICS / OT; Data / Storage,0,,0,,,M0813; M0804; M0937; M0801; M0802; M0807; M0800; M0930,Software Process and Device Authentication; Human User Authentication; Filter Network Traffic; Access Management; Communication Authenticity; Network Allowlists; Authorization Enforcement; Network Segmentation,"Adversaries may gather information about a PLCs or controllers current operating mode. Operating modes dictate what change or maintenance functions can be manipulated and are often controlled by a key switch on the PLC (e.g., run, prog [program], and remote). Knowledge of these states may be valuable to an adversary to determine if they are able to reprogram the PLC. Operating modes and the mechanisms by which they are selected often vary by vendor and product line. Some commonly implemented op..."
859,T0851,Rootkit,False,,ics,None,Evasion; Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT,0,,0,,,M0945; M0947,Code Signing; Audit,"Adversaries may deploy rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Rootkits are programs that hide the existence of malware by intercepting and modifying operating-system API calls that supply system information. Rootkits or rootkit-enabling functionality may reside at the user or kernel level in the operating system, or lower. Firmware rootkits that affect the operating system yield nearly full control of the system. Wh..."
860,T0846.003,Multicast Discovery,True,T0846,ics,,Discovery,Low,0,1,1,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT; Network / Perimeter,0,,0,,,M0814; M0930,Static Network Configuration; Network Segmentation,Adversaries may perform multicast discovery requests which is when one system or device sends messages to all systems and devices in a pre-defined group on a network (or subnet) and then waits for a response. If a response is received that means the system or device that responded is live and can communicate over that protocol. Multicast discovery tends to be stealthier than broadcast discovery because every system or device on the network (or subnet) is not being messaged. One common OT protoc...
861,T0846.002,Broadcast Discovery,True,T0846,ics,,Discovery,Low,0,1,1,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT; Network / Perimeter; Identity / IAM,0,,0,,,M0930; M0814,Network Segmentation; Static Network Configuration,Adversaries may perform broadcast discovery requests to enumerate systems and devices on a network. Broadcast discovery works by one system or device sending messages to all systems and devices on a network (or subnet) and then waiting for a response. If a response is received that means the system or device that responded is live and can communicate over that protocol. Adversaries may leverage different protocols supported on the network for sending broadcast messages. Some common OT protocols...
862,T0843.001,Download All,True,T0843,ics,,Lateral Movement,Low,0,1,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Supply Chain / Trusted Dependency; Rare but High Impact,0,Low,Log only,False,ICS / OT,0,,0,,,M0945; M0947; M0802; M0800; M0801; M0937; M0930; M0804; M0813; M0807,Code Signing; Audit; Communication Authenticity; Authorization Enforcement; Access Management; Filter Network Traffic; Network Segmentation; Human User Authentication; Software Process and Device Authentication; Network Allowlists,Adversaries may execute a full program download to a PLC to overwrite the entire PLC program and configuration to deploy a new project or make major changes. This typically requires stopping the PLC and adversely impacting control processes. The ability to perform a full program download to the PLC typically relies on access to a workstation with the vendor-specific PLC programming software installed.
863,T0837,Loss of Protection,False,,ics,None,Impact,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,0,Low,Log only,False,ICS / OT,0,,0,,,,,"Adversaries may compromise protective system functions designed to prevent the effects of faults and abnormal conditions. This can result in equipment damage, prolonged process disruptions and hazards to personnel. Many faults and abnormal conditions in process control happen too quickly for a human operator to react to. Speed is critical in correcting these conditions to limit serious impacts such as Loss of Control and Property Damage. Adversaries may target and disable protective system func..."
864,T0830,Adversary-in-the-Middle,False,,ics,None,Collection,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access,0,Low,Log only,False,ICS / OT; Network / Perimeter,0,,0,,,M0930; M0810; M0813; M0814; M0931; M0947; M0942; M0802,Network Segmentation; Out-of-Band Communications Channel; Software Process and Device Authentication; Static Network Configuration; Network Intrusion Prevention; Audit; Disable or Remove Feature or Program; Communication Authenticity,"Adversaries with privileged network access may seek to modify network traffic in real time using adversary-in-the-middle (AiTM) attacks. This type of attack allows the adversary to intercept traffic to and/or from a particular device on the network. If a AiTM attack is established, then the adversary has the ability to block, log, modify, or inject traffic into the communication stream. There are several ways to accomplish this attack, but some of the most-common are Address Resolution Protocol..."
865,T0826,Loss of Availability,False,,ics,None,Impact,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Destructive / Ransomware; Telemetry Gap / Evasion; Rare but High Impact,0,Low,Log only,False,ICS / OT; Data / Storage,0,,0,,,M0810; M0811; M0953,Out-of-Band Communications Channel; Redundancy of Service; Data Backup,"Adversaries may attempt to disrupt essential components or systems to prevent owner and operator from delivering products or services. Adversaries may leverage malware to delete or encrypt critical data on HMIs, workstations, or databases. In the 2021 Colonial Pipeline ransomware incident, pipeline operations were temporally halted on May 7th and were not fully restarted until May 12th."
866,T0822,External Remote Services,False,,ics,None,Initial Access,Low,0,1,1,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Insider / Trusted Access; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,0,Low,Log only,False,ICS / OT; Public Internet / Edge; Identity / IAM; Network / Perimeter,0,,0,,,M0930; M0936; M0935; M0927; M0918; M0942; M0932,Network Segmentation; Account Use Policies; Limit Access to Resource Over Network; Password Policies; User Account Management; Disable or Remove Feature or Program; Multi-factor Authentication,"Adversaries may leverage external remote services as a point of initial access into your network. These services allow users to connect to internal network resources from external locations. Examples are VPNs, Citrix, and other access mechanisms. Remote service gateways often manage connections and credential authentication for these services. External remote services allow administration of a control system from outside the system. Often, vendors and internal engineering groups have access to..."
867,T0820,Exploitation for Evasion,False,,ics,None,Evasion,Low,0,1,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,0,Low,Log only,False,ICS / OT,0,,0,,,M0919; M0950; M0948; M0951,Threat Intelligence Program; Exploit Protection; Application Isolation and Sandboxing; Update Software,"Adversaries may exploit a software vulnerability to take advantage of a programming error in a program, service, or within the operating system software or kernel itself to evade detection. Vulnerabilities may exist in software that can be used to disable or circumvent security features. Adversaries may have prior knowledge through Remote System Information Discovery about security features implemented on control devices. These device security features will likely be targeted directly for explo..."
